Accident_ID,Severity,State,City,Weather_Condition,Road_Condition,Light_Condition,Hour_Of_Day,Is_Weekend
A-101661,1,FL,Miami,Rain,Wet,Daylight,17,0
A-101662,1,NY,New York,Clear,Dry,Daylight,9,1
A-101663,1,NC,Charlotte,Fog,Wet,Daylight,15,0
A-101664,1,CA,San Diego,Heavy Rain,Wet,Daylight,11,0
A-101665,2,CA,Los Angeles,Clear,Dry,Daylight,18,1
A-101666,1,AZ,Phoenix,Clear,Dry,Dawn,19,0
A-101667,2,IL,Chicago,Overcast,Dry,Daylight,14,0
A-101668,2,IL,Chicago,Rain,Wet,Dark - Street Lights,21,0
A-101669,2,TX,Houston,Rain,Wet,Daylight,16,0
A-101670,1,TX,Houston,Clear,Dry,Dawn,19,0
A-101671,2,TX,Houston,Fog,Dry,Daylight,13,0
A-101672,1,IL,Chicago,Rain,Wet,Dark - No Lights,4,0
A-101673,2,AZ,Phoenix,Clear,Wet,Daylight,9,1
A-101674,2,FL,Miami,Snow,Icy,Daylight,11,1
A-101675,1,TX,Houston,Clear,Wet,Daylight,6,1
A-101676,2,NY,New York,Fog,Dry,Dark - Street Lights,23,0
A-101677,1,TX,Houston,Overcast,Dry,Dark - Street Lights,2,0
A-101678,2,CA,Los Angeles,Fog,Dry,Daylight,10,0
A-101679,3,TX,Houston,Clear,Dry,Daylight,17,0
A-101680,2,NC,Charlotte,Clear,Dry,Dawn,19,0
A-101681,2,CA,San Diego,Heavy Rain,Wet,Dark - Street Lights,22,0
A-101682,2,IL,Chicago,Rain,Wet,Daylight,8,0
A-101683,1,IL,Chicago,Clear,Dry,Dawn,19,1
A-101684,1,CA,Los Angeles,Clear,Dry,Dark - No Lights,21,0
A-101685,2,FL,Miami,Snow,Snow Cover,Daylight,8,1
A-101686,1,FL,Miami,Rain,Wet,Daylight,15,1
A-101687,2,AZ,Phoenix,Clear,Dry,Dawn,5,0
A-101688,4,AZ,Phoenix,Clear,Dry,Daylight,15,1
A-101689,2,NY,New York,Rain,Wet,Daylight,18,0
A-101690,4,IL,Chicago,Clear,Construction Zone,Daylight,13,0
A-101691,1,NY,New York,Clear,Dry,Daylight,11,0
A-101692,3,IL,Chicago,Clear,Dry,Daylight,15,0
A-101693,1,NC,Charlotte,Clear,Dry,Daylight,14,0
A-101694,3,AZ,Phoenix,Clear,Dry,Dawn,5,0
A-101695,1,AZ,Phoenix,Clear,Dry,Daylight,10,0
A-101696,1,CA,Los Angeles,Rain,Wet,Daylight,8,0
A-101697,2,CA,San Diego,Clear,Dry,Dark - Street Lights,21,0
A-101698,3,AZ,Phoenix,Fog,Dry,Dusk,5,0
A-101699,3,FL,Miami,Clear,Dry,Daylight,10,1
A-101700,2,FL,Miami,Clear,Dry,Daylight,8,1
A-101701,2,FL,Miami,Clear,Construction Zone,Dark - Street Lights,20,1
A-101702,1,NC,Charlotte,Clear,Dry,Dark - Street Lights,4,0
A-101703,3,CA,San Diego,Clear,Wet,Daylight,17,0
A-101704,1,CA,San Diego,Heavy Rain,Wet,Dusk,5,0
A-101705,3,TX,Houston,Clear,Wet,Daylight,6,0
A-101706,1,IL,Chicago,Clear,Dry,Daylight,11,0
A-101707,1,NC,Charlotte,Clear,Dry,Daylight,10,0
A-101708,2,NY,New York,Clear,Dry,Dawn,19,0
A-101709,1,IL,Chicago,Clear,Dry,Daylight,16,0
A-101710,1,FL,Miami,Clear,Dry,Daylight,12,0
A-101711,2,CA,San Diego,Snow,Icy,Daylight,6,1
A-101712,2,TX,Houston,Rain,Wet,Daylight,10,0
A-101713,1,CA,Los Angeles,Clear,Dry,Daylight,17,1
A-101714,2,IL,Chicago,Snow,Icy,Daylight,16,0
A-101715,2,NC,Charlotte,Rain,Wet,Daylight,13,0
A-101716,2,CA,San Diego,Clear,Dry,Dark - Street Lights,20,0
A-101717,2,CA,San Diego,Overcast,Dry,Daylight,7,0
A-101718,2,TX,Houston,Clear,Wet,Daylight,15,0
A-101719,3,CA,Los Angeles,Clear,Construction Zone,Daylight,8,0
A-101720,2,IL,Chicago,Rain,Wet,Daylight,15,0
A-101721,2,FL,Miami,Clear,Dry,Daylight,17,0
A-101722,3,FL,Miami,Heavy Rain,Construction Zone,Dark - Street Lights,20,0
A-101723,1,NC,Charlotte,Clear,Dry,Dark - No Lights,0,0
A-101724,2,FL,Miami,Clear,Dry,Daylight,7,1
A-101725,4,TX,Houston,Fog,Dry,Dusk,5,0
A-101726,1,NY,New York,Clear,Dry,Daylight,8,0
A-101727,1,AZ,Phoenix,Rain,Wet,Dark - Street Lights,20,0
A-101728,2,FL,Miami,Clear,Dry,Daylight,8,1
A-101729,3,AZ,Phoenix,Rain,Wet,Daylight,9,0
A-101730,3,NC,Charlotte,Clear,Dry,Daylight,7,1
A-101731,4,TX,Houston,Clear,Dry,Daylight,6,0
A-101732,2,TX,Houston,Rain,Wet,Daylight,13,0
A-101733,2,CA,San Diego,Heavy Rain,Wet,Daylight,8,0
A-101734,4,IL,Chicago,Snow,Snow Cover,Daylight,13,0
A-101735,2,NY,New York,Rain,Wet,Daylight,16,0
A-101736,1,CA,San Diego,Clear,Dry,Daylight,14,0
A-101737,3,NC,Charlotte,Clear,Dry,Daylight,17,0
A-101738,2,FL,Miami,Heavy Rain,Wet,Daylight,10,1
A-101739,3,FL,Miami,Clear,Dry,Dark - Street Lights,0,0
A-101740,1,NY,New York,Clear,Dry,Dark - Street Lights,2,1
A-101741,3,CA,Los Angeles,Snow,Snow Cover,Dark - No Lights,22,0
A-101742,1,NC,Charlotte,Rain,Wet,Daylight,7,0
A-101743,1,IL,Chicago,Clear,Dry,Dark - No Lights,2,0
A-101744,1,AZ,Phoenix,Clear,Dry,Daylight,18,1
A-101745,3,NY,New York,Rain,Wet,Dark - No Lights,23,1
A-101746,2,IL,Chicago,Overcast,Dry,Dawn,19,1
A-101747,2,AZ,Phoenix,Clear,Dry,Daylight,11,0
A-101748,1,TX,Houston,Clear,Dry,Daylight,16,1
A-101749,2,AZ,Phoenix,Snow,Icy,Daylight,7,0
A-101750,4,IL,Chicago,Snow,Icy,Daylight,6,0
A-101751,3,CA,San Diego,Heavy Rain,Wet,Daylight,6,1
A-101752,1,CA,Los Angeles,Clear,Dry,Daylight,17,0
A-101753,3,FL,Miami,Fog,Wet,Daylight,8,0
A-101754,2,TX,Houston,Clear,Dry,Daylight,8,0
A-101755,2,AZ,Phoenix,Fog,Dry,Daylight,7,1
A-101756,2,NC,Charlotte,Rain,Wet,Daylight,8,0
A-101757,3,NC,Charlotte,Clear,Construction Zone,Daylight,17,0
A-101758,3,TX,Houston,Heavy Rain,Wet,Daylight,13,1
A-101759,2,NY,New York,Rain,Wet,Daylight,7,0
A-101760,3,CA,San Diego,Clear,Dry,Daylight,13,1
A-101761,2,TX,Houston,Clear,Dry,Daylight,12,0
A-101762,2,CA,Los Angeles,Clear,Construction Zone,Daylight,9,1
A-101763,2,NC,Charlotte,Clear,Construction Zone,Daylight,9,0
A-101764,2,NC,Charlotte,Clear,Dry,Daylight,14,0
A-101765,2,AZ,Phoenix,Clear,Dry,Daylight,16,0
A-101766,2,NC,Charlotte,Overcast,Wet,Daylight,15,0
A-101767,1,CA,San Diego,Overcast,Dry,Daylight,11,0
A-101768,4,TX,Houston,Overcast,Construction Zone,Dark - Street Lights,20,0
A-101769,2,TX,Houston,Overcast,Construction Zone,Daylight,6,0
A-101770,1,TX,Houston,Clear,Dry,Daylight,17,0
A-101771,1,TX,Houston,Clear,Dry,Daylight,8,1
A-101772,2,FL,Miami,Heavy Rain,Wet,Daylight,7,0
A-101773,3,CA,San Diego,Rain,Construction Zone,Daylight,12,0
A-101774,2,NC,Charlotte,Clear,Dry,Daylight,16,0
A-101775,3,TX,Houston,Clear,Dry,Daylight,10,0
A-101776,1,AZ,Phoenix,Rain,Construction Zone,Daylight,13,0
A-101777,2,TX,Houston,Clear,Wet,Daylight,17,0
A-101778,1,AZ,Phoenix,Clear,Dry,Dusk,19,0
A-101779,1,CA,San Diego,Clear,Dry,Daylight,9,0
A-101780,3,NC,Charlotte,Clear,Dry,Dark - Street Lights,3,0
A-101781,2,NC,Charlotte,Heavy Rain,Wet,Daylight,17,0
A-101782,1,CA,Los Angeles,Rain,Wet,Daylight,7,1
A-101783,1,AZ,Phoenix,Clear,Dry,Daylight,11,1
A-101784,4,NC,Charlotte,Heavy Rain,Wet,Daylight,13,0
A-101785,2,CA,San Diego,Rain,Wet,Daylight,17,0
A-101786,3,TX,Houston,Heavy Rain,Wet,Dark - Street Lights,0,0
A-101787,2,NC,Charlotte,Clear,Wet,Daylight,11,0
A-101788,2,CA,Los Angeles,Clear,Dry,Dawn,19,0
A-101789,1,CA,Los Angeles,Clear,Dry,Daylight,13,1
A-101790,1,CA,Los Angeles,Clear,Dry,Daylight,14,0
A-101791,3,CA,San Diego,Clear,Dry,Daylight,13,1
A-101792,2,IL,Chicago,Clear,Wet,Dark - No Lights,22,0
A-101793,3,NC,Charlotte,Clear,Dry,Dark - Street Lights,3,0
A-101794,3,CA,San Diego,Clear,Construction Zone,Daylight,10,0
A-101795,3,AZ,Phoenix,Heavy Rain,Wet,Daylight,10,1
A-101796,1,CA,San Diego,Clear,Dry,Daylight,18,0
A-101797,1,NY,New York,Snow,Snow Cover,Daylight,15,0
A-101798,1,NC,Charlotte,Clear,Dry,Daylight,7,0
A-101799,2,CA,Los Angeles,Rain,Wet,Daylight,14,0
A-101800,2,CA,Los Angeles,Clear,Dry,Daylight,17,0
A-101801,3,IL,Chicago,Heavy Rain,Wet,Daylight,6,1
A-101802,3,NC,Charlotte,Clear,Dry,Daylight,14,0
A-101803,4,CA,Los Angeles,Snow,Icy,Daylight,9,0
A-101804,1,NC,Charlotte,Rain,Wet,Daylight,7,0
A-101805,4,CA,San Diego,Clear,Dry,Daylight,15,0
A-101806,1,IL,Chicago,Clear,Dry,Daylight,8,0
A-101807,2,TX,Houston,Clear,Dry,Daylight,15,0
A-101808,2,NY,New York,Clear,Construction Zone,Daylight,14,0
A-101809,1,CA,San Diego,Overcast,Dry,Daylight,6,1
A-101810,1,TX,Houston,Overcast,Dry,Daylight,17,0
A-101811,1,FL,Miami,Clear,Dry,Daylight,11,0
A-101812,2,IL,Chicago,Clear,Dry,Daylight,13,0
A-101813,2,NY,New York,Fog,Dry,Daylight,17,0
A-101814,2,IL,Chicago,Rain,Wet,Daylight,16,0
A-101815,2,AZ,Phoenix,Rain,Wet,Dark - Street Lights,22,0
A-101816,2,CA,San Diego,Fog,Dry,Daylight,14,0
A-101817,2,NC,Charlotte,Clear,Dry,Daylight,16,0
A-101818,2,AZ,Phoenix,Snow,Icy,Daylight,14,0
A-101819,2,FL,Miami,Fog,Dry,Daylight,7,0
A-101820,4,CA,Los Angeles,Clear,Dry,Daylight,7,0
A-101821,3,TX,Houston,Clear,Dry,Dark - Street Lights,22,0
A-101822,2,TX,Houston,Clear,Dry,Daylight,8,0
A-101823,3,AZ,Phoenix,Snow,Icy,Daylight,18,0
A-101824,2,NY,New York,Heavy Rain,Wet,Dusk,19,0
A-101825,2,CA,Los Angeles,Snow,Snow Cover,Daylight,8,0
A-101826,3,NC,Charlotte,Clear,Dry,Daylight,11,1
A-101827,1,CA,San Diego,Rain,Wet,Daylight,16,0
A-101828,3,NC,Charlotte,Rain,Wet,Daylight,7,1
A-101829,1,NC,Charlotte,Clear,Dry,Daylight,16,0
A-101830,1,NC,Charlotte,Rain,Wet,Daylight,16,0
A-101831,2,NY,New York,Rain,Wet,Dark - Street Lights,2,0
A-101832,2,NY,New York,Clear,Dry,Daylight,12,0
A-101833,3,TX,Houston,Clear,Dry,Daylight,15,0
A-101834,3,NY,New York,Clear,Dry,Daylight,6,1
A-101835,2,AZ,Phoenix,Overcast,Dry,Daylight,12,0
A-101836,4,IL,Chicago,Fog,Dry,Daylight,13,0
A-101837,2,NC,Charlotte,Clear,Construction Zone,Daylight,7,0
A-101838,1,NY,New York,Rain,Wet,Daylight,7,1
A-101839,4,FL,Miami,Fog,Construction Zone,Daylight,9,0
A-101840,4,FL,Miami,Clear,Dry,Daylight,16,0
A-101841,1,CA,San Diego,Snow,Icy,Daylight,8,0
A-101842,1,CA,Los Angeles,Clear,Dry,Daylight,12,0
A-101843,2,FL,Miami,Clear,Construction Zone,Daylight,7,0
A-101844,3,NY,New York,Snow,Icy,Dusk,5,1
A-101845,1,CA,Los Angeles,Heavy Rain,Wet,Daylight,7,1
A-101846,1,CA,Los Angeles,Clear,Dry,Daylight,9,0
A-101847,1,FL,Miami,Rain,Wet,Daylight,6,0
A-101848,2,AZ,Phoenix,Fog,Dry,Daylight,18,1
A-101849,1,NC,Charlotte,Clear,Dry,Dark - Street Lights,23,1
A-101850,1,NC,Charlotte,Clear,Wet,Daylight,13,0
A-101851,2,NY,New York,Rain,Wet,Daylight,15,0
A-101852,1,TX,Houston,Overcast,Dry,Daylight,12,0
A-101853,1,CA,San Diego,Clear,Wet,Daylight,16,0
A-101854,1,TX,Houston,Clear,Dry,Daylight,7,1
A-101855,1,NC,Charlotte,Rain,Wet,Daylight,6,0
A-101856,2,TX,Houston,Clear,Dry,Daylight,7,0
A-101857,1,IL,Chicago,Rain,Wet,Dark - Street Lights,21,0
A-101858,1,NY,New York,Clear,Dry,Daylight,12,0
A-101859,2,IL,Chicago,Clear,Dry,Daylight,17,0
A-101860,3,CA,Los Angeles,Overcast,Dry,Daylight,16,0
A-101861,3,NC,Charlotte,Heavy Rain,Wet,Daylight,17,1
A-101862,2,NY,New York,Clear,Dry,Daylight,18,1
A-101863,1,FL,Miami,Clear,Dry,Daylight,17,0
A-101864,4,TX,Houston,Heavy Rain,Wet,Daylight,9,0
A-101865,1,CA,Los Angeles,Overcast,Dry,Daylight,17,0
A-101866,3,AZ,Phoenix,Clear,Dry,Dawn,5,1
A-101867,3,CA,San Diego,Clear,Construction Zone,Daylight,12,0
A-101868,2,TX,Houston,Rain,Wet,Daylight,18,0
A-101869,1,IL,Chicago,Clear,Dry,Daylight,14,0
A-101870,3,CA,Los Angeles,Snow,Snow Cover,Daylight,6,0
A-101871,2,IL,Chicago,Fog,Dry,Dawn,19,0
A-101872,3,IL,Chicago,Heavy Rain,Wet,Daylight,9,0
A-101873,2,CA,Los Angeles,Clear,Wet,Daylight,6,0
A-101874,4,CA,Los Angeles,Clear,Dry,Dusk,19,0
A-101875,2,IL,Chicago,Rain,Wet,Daylight,17,0
A-101876,1,CA,San Diego,Rain,Wet,Dark - No Lights,22,0
A-101877,2,NC,Charlotte,Heavy Rain,Wet,Daylight,15,0
A-101878,1,NY,New York,Overcast,Dry,Daylight,12,0
A-101879,3,TX,Houston,Rain,Wet,Daylight,15,0
A-101880,1,AZ,Phoenix,Clear,Dry,Dawn,19,0
A-101881,3,FL,Miami,Snow,Icy,Daylight,9,1
A-101882,4,NC,Charlotte,Snow,Snow Cover,Daylight,15,1
A-101883,2,TX,Houston,Clear,Dry,Daylight,7,1
A-101884,1,CA,Los Angeles,Overcast,Dry,Daylight,17,0
A-101885,2,FL,Miami,Clear,Construction Zone,Daylight,15,1
A-101886,1,FL,Miami,Snow,Snow Cover,Daylight,17,1
A-101887,3,AZ,Phoenix,Snow,Icy,Dark - Street Lights,2,0
A-101888,2,FL,Miami,Snow,Icy,Daylight,7,0
A-101889,2,CA,San Diego,Fog,Dry,Daylight,7,1
A-101890,2,IL,Chicago,Clear,Dry,Daylight,11,1
A-101891,1,CA,San Diego,Clear,Dry,Dark - No Lights,21,1
A-101892,4,IL,Chicago,Clear,Wet,Dark - Street Lights,21,0
A-101893,4,CA,San Diego,Snow,Icy,Daylight,15,0
A-101894,1,IL,Chicago,Clear,Dry,Dark - Street Lights,4,0
A-101895,3,NC,Charlotte,Snow,Snow Cover,Daylight,16,1
A-101896,2,IL,Chicago,Clear,Dry,Daylight,15,0
A-101897,1,TX,Houston,Clear,Wet,Daylight,16,0
A-101898,2,TX,Houston,Clear,Dry,Dark - No Lights,2,1
A-101899,4,CA,Los Angeles,Fog,Dry,Daylight,17,0
A-101900,1,AZ,Phoenix,Rain,Wet,Dark - Street Lights,4,0
A-101901,3,FL,Miami,Clear,Dry,Dawn,5,0
A-101902,2,NC,Charlotte,Rain,Wet,Daylight,6,0
A-101903,2,NY,New York,Clear,Dry,Daylight,6,0
A-101904,2,NC,Charlotte,Rain,Wet,Daylight,12,0
A-101905,3,TX,Houston,Clear,Dry,Daylight,7,1
A-101906,3,CA,San Diego,Heavy Rain,Wet,Daylight,8,1
A-101907,3,NC,Charlotte,Rain,Construction Zone,Daylight,15,0
A-101908,3,TX,Houston,Clear,Dry,Daylight,9,0
A-101909,2,AZ,Phoenix,Overcast,Dry,Daylight,15,0
A-101910,1,FL,Miami,Rain,Wet,Daylight,7,0
A-101911,1,AZ,Phoenix,Rain,Wet,Daylight,12,1
A-101912,2,NY,New York,Clear,Construction Zone,Daylight,15,0
A-101913,2,IL,Chicago,Rain,Wet,Daylight,17,0
A-101914,1,IL,Chicago,Snow,Icy,Daylight,16,1
A-101915,3,TX,Houston,Snow,Icy,Daylight,6,0
A-101916,1,TX,Houston,Clear,Construction Zone,Daylight,18,0
A-101917,3,TX,Houston,Overcast,Dry,Daylight,10,0
A-101918,3,FL,Miami,Heavy Rain,Wet,Daylight,17,1
A-101919,3,CA,Los Angeles,Clear,Construction Zone,Daylight,17,0
A-101920,2,IL,Chicago,Rain,Construction Zone,Daylight,7,0
A-101921,1,TX,Houston,Clear,Dry,Daylight,13,0
A-101922,2,AZ,Phoenix,Overcast,Wet,Daylight,8,0
A-101923,2,TX,Houston,Clear,Dry,Daylight,16,0
A-101924,1,FL,Miami,Overcast,Dry,Dark - Street Lights,20,0
A-101925,2,TX,Houston,Overcast,Dry,Daylight,16,0
A-101926,4,AZ,Phoenix,Snow,Icy,Daylight,10,1
A-101927,3,NY,New York,Heavy Rain,Wet,Daylight,6,0
A-101928,1,FL,Miami,Heavy Rain,Wet,Daylight,11,0
A-101929,2,NY,New York,Rain,Wet,Daylight,13,0
A-101930,2,CA,San Diego,Clear,Wet,Daylight,13,0
A-101931,1,IL,Chicago,Clear,Wet,Daylight,18,0
A-101932,3,NC,Charlotte,Heavy Rain,Construction Zone,Daylight,11,1
A-101933,2,NY,New York,Overcast,Dry,Daylight,7,1
A-101934,2,IL,Chicago,Clear,Dry,Daylight,8,0
A-101935,1,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-101936,1,NY,New York,Rain,Wet,Daylight,15,0
A-101937,2,CA,Los Angeles,Clear,Dry,Daylight,6,0
A-101938,3,NY,New York,Heavy Rain,Wet,Daylight,6,0
A-101939,1,AZ,Phoenix,Rain,Wet,Daylight,15,0
A-101940,3,CA,San Diego,Heavy Rain,Wet,Daylight,14,1
A-101941,2,AZ,Phoenix,Clear,Dry,Daylight,17,0
A-101942,3,NC,Charlotte,Fog,Wet,Daylight,14,0
A-101943,3,AZ,Phoenix,Rain,Wet,Daylight,15,1
A-101944,3,CA,San Diego,Clear,Dry,Daylight,8,0
A-101945,2,IL,Chicago,Overcast,Dry,Daylight,17,0
A-101946,1,CA,Los Angeles,Rain,Wet,Daylight,9,0
A-101947,3,IL,Chicago,Snow,Icy,Daylight,16,0
A-101948,2,CA,San Diego,Heavy Rain,Wet,Daylight,9,0
A-101949,2,NY,New York,Rain,Wet,Daylight,6,0
A-101950,2,TX,Houston,Snow,Icy,Daylight,16,1
A-101951,1,NC,Charlotte,Overcast,Dry,Dusk,19,0
A-101952,1,NY,New York,Rain,Wet,Dusk,19,0
A-101953,3,CA,San Diego,Rain,Construction Zone,Daylight,7,1
A-101954,1,NY,New York,Clear,Dry,Daylight,6,0
A-101955,3,NY,New York,Clear,Dry,Daylight,15,0
A-101956,3,FL,Miami,Clear,Dry,Daylight,14,0
A-101957,1,FL,Miami,Rain,Wet,Daylight,8,1
A-101958,4,FL,Miami,Clear,Dry,Dark - Street Lights,21,0
A-101959,3,FL,Miami,Rain,Wet,Daylight,11,0
A-101960,1,AZ,Phoenix,Overcast,Wet,Daylight,16,0
A-101961,1,IL,Chicago,Clear,Dry,Daylight,10,0
A-101962,3,TX,Houston,Heavy Rain,Wet,Daylight,9,0
A-101963,3,CA,San Diego,Rain,Wet,Dark - Street Lights,22,0
A-101964,4,FL,Miami,Rain,Wet,Daylight,16,0
A-101965,2,NC,Charlotte,Clear,Dry,Daylight,8,0
A-101966,1,CA,San Diego,Rain,Wet,Dark - Street Lights,21,1
A-101967,3,TX,Houston,Overcast,Dry,Dawn,5,0
A-101968,4,CA,Los Angeles,Heavy Rain,Construction Zone,Daylight,16,0
A-101969,1,FL,Miami,Rain,Wet,Daylight,15,0
A-101970,1,AZ,Phoenix,Rain,Wet,Daylight,6,0
A-101971,3,CA,Los Angeles,Clear,Construction Zone,Daylight,16,0
A-101972,2,AZ,Phoenix,Clear,Dry,Daylight,16,0
A-101973,2,TX,Houston,Fog,Dry,Daylight,18,1
A-101974,3,CA,San Diego,Fog,Dry,Dark - Street Lights,21,0
A-101975,2,TX,Houston,Clear,Dry,Daylight,18,1
A-101976,4,NY,New York,Clear,Dry,Daylight,13,1
A-101977,2,CA,San Diego,Rain,Wet,Daylight,9,0
A-101978,1,CA,Los Angeles,Clear,Construction Zone,Daylight,16,1
A-101979,4,IL,Chicago,Fog,Dry,Daylight,10,1
A-101980,1,TX,Houston,Clear,Dry,Daylight,7,0
A-101981,4,TX,Houston,Fog,Dry,Daylight,14,0
A-101982,3,TX,Houston,Clear,Dry,Daylight,13,0
A-101983,1,CA,San Diego,Clear,Dry,Daylight,17,0
A-101984,4,TX,Houston,Rain,Construction Zone,Dawn,19,0
A-101985,1,AZ,Phoenix,Rain,Wet,Daylight,17,0
A-101986,1,TX,Houston,Clear,Dry,Daylight,8,0
A-101987,1,NC,Charlotte,Heavy Rain,Wet,Daylight,17,0
A-101988,2,CA,San Diego,Rain,Wet,Daylight,15,0
A-101989,2,AZ,Phoenix,Clear,Dry,Daylight,16,0
A-101990,1,NY,New York,Clear,Dry,Dark - Street Lights,21,0
A-101991,2,NC,Charlotte,Overcast,Dry,Daylight,15,0
A-101992,3,CA,Los Angeles,Fog,Dry,Daylight,13,1
A-101993,1,TX,Houston,Rain,Wet,Daylight,15,0
A-101994,2,FL,Miami,Snow,Snow Cover,Daylight,9,0
A-101995,2,TX,Houston,Clear,Dry,Daylight,13,0
A-101996,2,TX,Houston,Clear,Dry,Dusk,19,0
A-101997,4,CA,Los Angeles,Fog,Dry,Dark - Street Lights,4,0
A-101998,1,IL,Chicago,Snow,Icy,Dark - No Lights,23,0
A-101999,3,TX,Houston,Clear,Construction Zone,Daylight,14,0
A-102000,3,NY,New York,Heavy Rain,Wet,Daylight,7,0
A-102001,3,AZ,Phoenix,Snow,Icy,Daylight,17,0
A-102002,2,NY,New York,Clear,Dry,Daylight,14,0
A-102003,1,FL,Miami,Clear,Dry,Dusk,5,1
A-102004,2,IL,Chicago,Overcast,Dry,Daylight,7,0
A-102005,1,NY,New York,Rain,Wet,Daylight,13,0
A-102006,2,FL,Miami,Clear,Dry,Dark - No Lights,21,0
A-102007,2,CA,San Diego,Clear,Dry,Daylight,6,1
A-102008,2,CA,San Diego,Clear,Dry,Daylight,8,0
A-102009,2,CA,Los Angeles,Overcast,Dry,Daylight,15,0
A-102010,4,CA,Los Angeles,Clear,Construction Zone,Daylight,14,0
A-102011,3,IL,Chicago,Clear,Dry,Daylight,12,0
A-102012,1,CA,San Diego,Clear,Dry,Daylight,7,0
A-102013,2,NC,Charlotte,Rain,Wet,Dusk,5,1
A-102014,1,IL,Chicago,Clear,Dry,Dark - Street Lights,4,0
A-102015,1,IL,Chicago,Clear,Dry,Daylight,10,1
A-102016,2,CA,Los Angeles,Clear,Dry,Daylight,17,0
A-102017,2,CA,San Diego,Clear,Dry,Dark - Street Lights,1,0
A-102018,1,AZ,Phoenix,Rain,Wet,Daylight,12,0
A-102019,1,NC,Charlotte,Clear,Wet,Daylight,12,0
A-102020,4,NY,New York,Overcast,Construction Zone,Daylight,15,1
A-102021,2,IL,Chicago,Clear,Dry,Daylight,16,0
A-102022,3,FL,Miami,Rain,Wet,Dark - Street Lights,23,1
A-102023,1,NC,Charlotte,Clear,Dry,Daylight,16,0
A-102024,2,AZ,Phoenix,Clear,Dry,Daylight,6,0
A-102025,2,IL,Chicago,Heavy Rain,Wet,Dawn,19,0
A-102026,4,TX,Houston,Clear,Construction Zone,Daylight,12,0
A-102027,2,AZ,Phoenix,Rain,Wet,Dark - Street Lights,4,1
A-102028,4,TX,Houston,Clear,Dry,Dark - Street Lights,21,1
A-102029,2,TX,Houston,Snow,Icy,Daylight,15,0
A-102030,4,FL,Miami,Fog,Dry,Daylight,18,1
A-102031,3,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-102032,3,CA,Los Angeles,Fog,Dry,Daylight,9,1
A-102033,3,FL,Miami,Rain,Wet,Daylight,8,1
A-102034,2,NC,Charlotte,Clear,Dry,Daylight,12,0
A-102035,3,TX,Houston,Fog,Dry,Daylight,7,1
A-102036,2,NC,Charlotte,Snow,Icy,Daylight,16,0
A-102037,1,TX,Houston,Clear,Wet,Dawn,19,1
A-102038,2,TX,Houston,Overcast,Dry,Daylight,17,0
A-102039,1,TX,Houston,Clear,Dry,Daylight,12,1
A-102040,1,IL,Chicago,Clear,Dry,Dark - Street Lights,23,0
A-102041,2,TX,Houston,Overcast,Dry,Daylight,6,0
A-102042,2,NY,New York,Clear,Dry,Daylight,16,0
A-102043,1,CA,Los Angeles,Overcast,Dry,Daylight,15,0
A-102044,2,NY,New York,Clear,Dry,Dark - Street Lights,22,0
A-102045,4,NY,New York,Clear,Dry,Daylight,8,0
A-102046,3,NC,Charlotte,Clear,Wet,Daylight,15,0
A-102047,2,CA,Los Angeles,Clear,Construction Zone,Daylight,16,1
A-102048,2,CA,Los Angeles,Clear,Dry,Daylight,16,1
A-102049,3,AZ,Phoenix,Fog,Dry,Daylight,11,0
A-102050,3,NC,Charlotte,Clear,Dry,Daylight,8,1
A-102051,2,IL,Chicago,Clear,Dry,Daylight,18,0
A-102052,3,FL,Miami,Clear,Wet,Dusk,5,0
A-102053,1,CA,Los Angeles,Clear,Construction Zone,Daylight,16,0
A-102054,1,NC,Charlotte,Rain,Wet,Daylight,15,0
A-102055,4,TX,Houston,Clear,Dry,Daylight,7,0
A-102056,1,CA,Los Angeles,Clear,Dry,Daylight,11,0
A-102057,1,FL,Miami,Overcast,Dry,Daylight,12,1
A-102058,3,NY,New York,Snow,Icy,Daylight,16,0
A-102059,4,CA,San Diego,Clear,Dry,Daylight,7,1
A-102060,4,CA,San Diego,Clear,Dry,Daylight,16,1
A-102061,2,TX,Houston,Clear,Dry,Daylight,10,0
A-102062,3,FL,Miami,Heavy Rain,Wet,Daylight,11,0
A-102063,3,NY,New York,Clear,Dry,Daylight,8,1
A-102064,2,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-102065,2,CA,Los Angeles,Clear,Dry,Dark - No Lights,22,0
A-102066,3,CA,San Diego,Clear,Dry,Daylight,14,0
A-102067,2,IL,Chicago,Clear,Construction Zone,Daylight,13,0
A-102068,3,TX,Houston,Clear,Dry,Dark - No Lights,4,0
A-102069,2,AZ,Phoenix,Clear,Dry,Daylight,12,0
A-102070,2,AZ,Phoenix,Snow,Icy,Dark - No Lights,21,0
A-102071,1,IL,Chicago,Rain,Wet,Dark - Street Lights,0,0
A-102072,1,CA,San Diego,Clear,Dry,Dark - Street Lights,0,0
A-102073,4,NY,New York,Heavy Rain,Wet,Daylight,7,0
A-102074,4,TX,Houston,Clear,Dry,Daylight,12,0
A-102075,1,NC,Charlotte,Rain,Wet,Daylight,15,1
A-102076,2,NC,Charlotte,Clear,Dry,Dark - Street Lights,0,0
