age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,poutcome,deposit_subscribed
23,technician,married,primary,no,14802,yes,no,telephone,42,4,unknown,no
53,admin.,single,primary,no,-484,no,no,cellular,206,3,unknown,yes
20,retired,single,secondary,no,8830,yes,yes,telephone,175,4,unknown,no
18,self-employed,married,tertiary,no,10209,yes,no,telephone,1180,6,unknown,yes
69,technician,divorced,tertiary,no,9217,no,no,telephone,735,2,unknown,yes
48,blue-collar,married,tertiary,no,9730,no,no,cellular,1001,2,failure,no
23,services,divorced,primary,no,4944,yes,no,telephone,484,6,unknown,no
36,services,divorced,secondary,no,8085,no,no,telephone,340,4,unknown,yes
35,entrepreneur,single,tertiary,no,2674,no,no,telephone,643,5,unknown,yes
29,retired,single,secondary,no,12571,no,no,telephone,861,2,unknown,yes
21,self-employed,married,secondary,no,5946,yes,no,telephone,193,3,success,yes
54,technician,divorced,primary,no,8361,no,no,telephone,249,1,unknown,no
64,admin.,divorced,tertiary,no,3326,yes,yes,cellular,977,5,success,yes
61,admin.,single,secondary,no,11036,no,no,cellular,392,2,unknown,yes
57,retired,single,secondary,no,14772,yes,no,cellular,31,1,unknown,no
38,retired,single,primary,no,6343,no,no,cellular,191,3,unknown,no
64,technician,married,tertiary,no,9137,yes,no,telephone,95,4,unknown,no
49,blue-collar,married,tertiary,no,1615,yes,no,telephone,779,6,unknown,yes
66,blue-collar,single,primary,no,4216,no,no,telephone,54,2,unknown,no
18,management,married,primary,no,13889,yes,yes,telephone,161,1,unknown,no
24,services,divorced,secondary,no,9602,no,no,telephone,738,2,other,yes
39,technician,single,secondary,no,44,yes,no,cellular,69,4,unknown,no
70,admin.,single,tertiary,no,6696,yes,yes,cellular,1010,5,unknown,yes
63,services,divorced,primary,no,4234,yes,no,telephone,490,1,unknown,no
42,technician,married,secondary,yes,2132,no,no,cellular,1040,2,success,yes
26,entrepreneur,single,secondary,no,8302,yes,no,cellular,336,2,failure,yes
24,blue-collar,single,tertiary,no,8860,yes,no,telephone,125,3,unknown,no
52,entrepreneur,divorced,secondary,no,1981,no,yes,telephone,834,4,unknown,yes
18,management,divorced,secondary,no,14631,no,no,telephone,692,5,other,yes
55,entrepreneur,married,primary,no,3283,no,no,cellular,47,6,unknown,no
51,technician,single,secondary,no,7091,no,no,cellular,32,4,unknown,no
28,services,divorced,tertiary,yes,2597,yes,no,cellular,380,1,unknown,no
68,blue-collar,divorced,tertiary,no,11342,yes,no,cellular,918,1,failure,yes
31,retired,married,tertiary,no,11465,no,no,telephone,993,2,failure,yes
53,admin.,divorced,primary,no,12166,yes,no,cellular,167,5,success,no
27,self-employed,single,tertiary,no,13951,yes,yes,cellular,1082,2,unknown,no
28,admin.,single,primary,no,9576,yes,yes,cellular,307,6,success,yes
23,management,married,secondary,no,10228,yes,yes,cellular,165,4,success,no
54,services,divorced,primary,no,11554,no,yes,cellular,455,1,unknown,no
27,services,single,primary,no,7659,yes,no,cellular,529,3,failure,yes
67,technician,divorced,primary,no,14021,yes,no,cellular,35,6,success,yes
63,services,married,secondary,no,6018,no,yes,cellular,300,1,unknown,no
56,blue-collar,married,tertiary,no,10735,no,yes,telephone,804,5,unknown,no
55,services,single,primary,no,13297,no,no,telephone,166,5,unknown,yes
54,blue-collar,single,primary,no,-271,yes,no,telephone,885,4,unknown,no
20,entrepreneur,single,tertiary,no,2006,yes,no,telephone,771,3,unknown,yes
67,management,married,tertiary,no,6569,yes,no,telephone,416,6,unknown,no
18,management,divorced,tertiary,no,6932,yes,no,telephone,305,4,other,yes
36,technician,married,primary,no,10402,yes,no,telephone,1166,6,unknown,yes
24,admin.,divorced,tertiary,no,9234,no,no,telephone,332,6,unknown,yes
70,blue-collar,divorced,tertiary,no,5730,yes,no,telephone,520,2,failure,no
36,self-employed,single,secondary,no,5474,yes,no,telephone,444,1,failure,yes
23,retired,divorced,tertiary,no,-42,yes,no,telephone,986,6,unknown,no
61,management,married,secondary,no,6076,no,no,telephone,717,2,unknown,yes
41,self-employed,married,secondary,no,11429,no,no,cellular,912,2,other,yes
29,retired,married,secondary,no,10931,no,no,telephone,1070,1,failure,yes
43,technician,married,secondary,no,6005,yes,no,cellular,520,1,unknown,no
26,services,married,tertiary,no,1444,yes,no,telephone,137,6,success,no
55,services,single,primary,no,12878,yes,no,telephone,467,6,failure,no
44,services,divorced,secondary,no,14367,no,yes,cellular,1045,5,failure,no
27,blue-collar,single,secondary,no,6817,yes,no,telephone,681,2,unknown,no
60,management,divorced,primary,no,14341,yes,no,telephone,1050,1,unknown,yes
28,admin.,divorced,tertiary,no,5094,no,no,cellular,940,4,unknown,yes
43,retired,married,primary,no,-445,yes,no,cellular,761,2,failure,no
22,admin.,married,secondary,no,10285,no,yes,cellular,1020,6,unknown,yes
37,technician,married,secondary,no,14988,yes,no,telephone,494,5,unknown,yes
31,entrepreneur,divorced,tertiary,no,7599,no,no,cellular,279,2,unknown,no
63,technician,divorced,secondary,no,11310,yes,no,telephone,534,3,unknown,yes
57,retired,divorced,tertiary,no,3344,yes,no,telephone,494,6,unknown,no
56,technician,single,secondary,no,7260,no,no,cellular,755,2,unknown,yes
23,retired,single,secondary,no,14366,yes,no,cellular,1077,2,unknown,yes
25,technician,single,secondary,no,-269,yes,no,cellular,755,6,failure,no
53,services,divorced,tertiary,no,2496,no,no,telephone,920,6,failure,yes
34,entrepreneur,married,primary,no,11849,yes,yes,cellular,342,2,success,no
50,admin.,divorced,primary,no,4284,yes,no,cellular,407,2,failure,yes
21,entrepreneur,single,tertiary,no,5030,yes,no,telephone,526,6,failure,no
69,services,single,tertiary,no,408,yes,no,telephone,594,1,failure,yes
60,retired,single,tertiary,no,12151,yes,no,cellular,57,6,unknown,no
29,entrepreneur,divorced,primary,no,4199,no,no,telephone,778,4,unknown,yes
68,self-employed,single,secondary,no,8817,yes,no,cellular,784,1,unknown,no
22,blue-collar,divorced,tertiary,no,6516,yes,no,cellular,799,5,success,yes
46,self-employed,married,primary,no,12663,yes,yes,telephone,375,4,success,yes
22,self-employed,single,primary,no,971,yes,yes,cellular,1200,2,failure,yes
57,entrepreneur,married,tertiary,no,6936,yes,no,telephone,471,1,unknown,no
48,services,single,tertiary,no,2537,yes,no,cellular,972,3,unknown,no
52,self-employed,divorced,tertiary,no,3386,no,no,telephone,445,1,unknown,no
42,retired,married,primary,no,7896,no,no,telephone,402,2,unknown,yes
25,blue-collar,married,primary,no,7467,no,no,telephone,1183,6,unknown,no
48,admin.,divorced,primary,yes,6395,no,no,telephone,663,5,unknown,yes
43,management,divorced,secondary,no,14628,yes,no,telephone,442,4,other,no
20,management,married,primary,no,3502,yes,no,telephone,437,1,unknown,yes
35,entrepreneur,divorced,primary,no,6731,yes,no,telephone,311,5,unknown,yes
31,admin.,divorced,secondary,no,11280,yes,no,cellular,360,5,unknown,no
31,entrepreneur,married,primary,no,13480,yes,no,telephone,835,3,other,yes
45,services,married,secondary,no,13830,no,no,cellular,659,6,unknown,yes
37,blue-collar,married,tertiary,no,9151,yes,no,telephone,594,5,unknown,yes
35,entrepreneur,married,primary,no,10575,no,no,cellular,329,2,unknown,yes
44,technician,divorced,tertiary,no,14821,yes,no,telephone,234,2,unknown,no
66,self-employed,single,primary,no,1386,no,no,telephone,699,3,other,yes
30,management,divorced,tertiary,no,5570,yes,no,cellular,287,1,unknown,yes
35,entrepreneur,married,secondary,no,1931,no,no,cellular,86,2,other,no
24,technician,single,primary,no,7060,yes,no,telephone,1112,6,unknown,yes
55,retired,divorced,tertiary,no,-463,no,no,cellular,477,1,unknown,no
37,services,married,tertiary,no,5855,yes,yes,telephone,128,2,unknown,no
44,technician,divorced,tertiary,no,13557,yes,no,telephone,405,3,unknown,no
19,management,single,tertiary,no,8993,yes,no,telephone,1136,1,unknown,no
59,retired,divorced,tertiary,no,8823,no,no,cellular,343,6,unknown,no
49,self-employed,married,primary,no,2585,no,no,telephone,149,2,unknown,no
41,admin.,single,primary,no,9486,no,no,telephone,401,4,failure,no
66,technician,single,primary,no,2011,no,no,cellular,63,2,unknown,no
24,services,single,primary,no,3095,yes,no,telephone,168,6,unknown,no
45,self-employed,married,primary,no,6493,yes,no,telephone,675,2,other,yes
35,retired,single,primary,no,14303,yes,no,telephone,1028,2,unknown,yes
63,technician,single,primary,no,7011,yes,no,cellular,216,4,failure,no
60,technician,married,primary,no,458,yes,no,telephone,560,6,other,no
67,blue-collar,married,tertiary,no,7613,yes,no,cellular,404,3,unknown,yes
52,services,divorced,secondary,no,10602,yes,yes,cellular,398,2,unknown,yes
55,retired,married,secondary,no,4116,no,no,cellular,536,4,unknown,yes
54,blue-collar,single,primary,no,908,no,yes,telephone,1081,1,unknown,yes
62,entrepreneur,divorced,tertiary,no,14513,no,no,telephone,131,4,unknown,yes
58,services,divorced,primary,no,9129,no,no,telephone,394,5,unknown,no
66,blue-collar,married,primary,no,1828,no,no,telephone,541,2,unknown,yes
19,retired,married,primary,no,5655,yes,no,telephone,813,2,other,no
18,services,single,secondary,no,6755,no,no,telephone,1058,5,unknown,yes
39,admin.,married,secondary,no,2223,yes,no,telephone,1069,6,unknown,no
38,services,divorced,secondary,no,9722,no,no,telephone,458,2,success,yes
38,entrepreneur,single,secondary,no,14594,yes,no,cellular,357,3,unknown,yes
23,entrepreneur,married,tertiary,no,12763,no,yes,telephone,352,2,unknown,yes
38,entrepreneur,single,primary,no,4705,yes,no,telephone,506,4,unknown,no
69,technician,divorced,secondary,no,9697,no,no,cellular,117,4,unknown,no
34,admin.,divorced,tertiary,no,1090,yes,no,cellular,1132,1,unknown,yes
32,technician,single,tertiary,no,13434,yes,no,cellular,186,3,failure,no
25,retired,divorced,primary,no,8403,yes,no,telephone,640,1,unknown,yes
51,retired,married,tertiary,no,5880,yes,no,cellular,31,1,failure,no
50,self-employed,married,tertiary,no,3506,no,no,telephone,852,3,success,yes
37,blue-collar,divorced,secondary,no,3066,yes,no,cellular,923,2,unknown,yes
19,management,divorced,primary,no,2172,no,no,cellular,606,6,unknown,yes
54,blue-collar,single,secondary,no,6815,yes,no,telephone,1108,1,unknown,yes
30,blue-collar,divorced,tertiary,yes,3093,no,no,cellular,374,6,unknown,yes
30,technician,divorced,secondary,no,5988,yes,yes,telephone,125,3,failure,no
51,services,divorced,tertiary,yes,5320,no,no,telephone,380,6,failure,no
21,admin.,married,secondary,no,6581,yes,no,telephone,529,2,unknown,no
31,entrepreneur,divorced,primary,no,7424,yes,no,telephone,263,6,success,no
66,entrepreneur,single,secondary,no,3560,yes,no,cellular,31,1,unknown,no
68,technician,single,primary,no,1996,yes,no,cellular,745,2,unknown,no
22,self-employed,married,tertiary,no,11563,no,yes,telephone,1039,4,unknown,yes
66,retired,divorced,primary,yes,14226,no,no,telephone,536,1,unknown,no
46,entrepreneur,single,secondary,no,10883,yes,no,telephone,1122,6,unknown,yes
40,self-employed,single,tertiary,no,11234,no,no,telephone,801,3,unknown,no
52,entrepreneur,single,tertiary,no,8916,no,yes,telephone,448,3,unknown,no
28,retired,married,primary,no,10496,yes,no,telephone,640,2,unknown,yes
46,management,divorced,secondary,no,9614,yes,no,telephone,158,4,unknown,no
19,admin.,divorced,tertiary,no,10739,no,no,telephone,1199,3,unknown,yes
50,services,divorced,tertiary,no,1343,yes,no,telephone,1092,6,unknown,yes
55,blue-collar,married,secondary,no,8244,yes,no,cellular,371,6,unknown,no
18,retired,single,primary,no,14,yes,yes,telephone,110,4,unknown,no
21,admin.,divorced,primary,no,13157,yes,no,cellular,31,5,other,no
30,admin.,married,secondary,no,12849,yes,no,telephone,566,6,success,yes
44,services,single,primary,no,6824,no,no,cellular,31,2,unknown,no
42,entrepreneur,single,tertiary,no,12255,no,no,cellular,762,4,unknown,yes
67,services,married,tertiary,no,14199,no,no,cellular,1059,4,other,no
59,blue-collar,divorced,secondary,no,13888,no,yes,cellular,447,4,unknown,no
21,services,married,secondary,no,3629,yes,no,cellular,835,4,unknown,yes
45,entrepreneur,married,primary,no,132,yes,no,cellular,269,3,other,no
45,self-employed,single,secondary,no,12084,yes,no,cellular,285,5,unknown,no
58,management,married,primary,no,4534,yes,no,telephone,696,3,unknown,yes
38,technician,single,primary,no,4620,yes,no,cellular,618,3,failure,yes
28,admin.,single,tertiary,no,1592,no,no,cellular,997,2,other,yes
58,self-employed,married,primary,no,3935,yes,no,cellular,739,5,unknown,yes
53,retired,single,primary,no,4501,yes,no,cellular,670,1,unknown,no
38,self-employed,married,tertiary,no,590,yes,no,cellular,773,3,unknown,yes
47,management,married,secondary,no,5498,no,no,cellular,639,4,other,yes
64,management,single,secondary,no,9012,yes,no,telephone,438,3,unknown,no
31,admin.,married,primary,no,8254,yes,no,cellular,892,1,other,yes
30,services,divorced,tertiary,no,2485,yes,yes,telephone,1066,5,other,no
53,blue-collar,married,primary,no,7285,yes,no,telephone,406,3,unknown,yes
25,self-employed,divorced,secondary,no,13127,no,no,cellular,1018,5,unknown,yes
24,retired,married,tertiary,no,4292,yes,no,cellular,1011,4,failure,no
55,entrepreneur,divorced,primary,no,3177,yes,no,telephone,800,6,failure,yes
39,admin.,divorced,tertiary,no,12448,yes,yes,cellular,1120,5,unknown,yes
54,admin.,divorced,primary,no,10702,no,no,cellular,1136,5,unknown,yes
36,technician,divorced,secondary,no,11560,no,no,telephone,967,5,unknown,yes
41,self-employed,married,tertiary,no,5210,no,yes,cellular,135,2,unknown,no
55,self-employed,divorced,tertiary,no,14199,no,no,cellular,311,3,unknown,yes
56,self-employed,single,secondary,yes,4876,no,no,telephone,703,1,failure,no
31,entrepreneur,married,primary,no,5909,no,yes,cellular,475,6,unknown,no
39,entrepreneur,divorced,primary,no,8971,yes,no,telephone,1133,1,unknown,no
54,admin.,single,tertiary,no,10259,no,no,cellular,245,4,unknown,yes
38,technician,divorced,secondary,no,9087,yes,no,telephone,213,6,failure,no
50,admin.,divorced,secondary,no,-306,no,no,cellular,289,6,unknown,no
25,blue-collar,divorced,primary,no,807,yes,no,cellular,1001,3,unknown,no
40,blue-collar,single,tertiary,no,8903,yes,no,cellular,1058,6,unknown,yes
21,technician,married,primary,no,2884,yes,no,telephone,451,4,failure,yes
46,blue-collar,single,tertiary,no,11306,no,no,cellular,753,2,failure,yes
18,retired,divorced,secondary,no,11808,no,no,telephone,627,4,unknown,yes
39,entrepreneur,married,primary,no,8807,yes,no,cellular,237,4,unknown,no
61,admin.,divorced,primary,no,14426,yes,no,telephone,87,2,unknown,no
67,entrepreneur,married,primary,no,3585,yes,no,telephone,552,3,unknown,no
44,blue-collar,single,primary,no,10912,yes,no,cellular,715,5,other,yes
37,entrepreneur,married,primary,no,1538,yes,no,cellular,307,4,success,yes
27,self-employed,married,primary,no,14796,no,no,telephone,560,6,unknown,yes
66,services,divorced,secondary,no,14680,yes,no,cellular,886,4,unknown,yes
60,admin.,divorced,primary,no,8291,no,no,telephone,582,3,failure,yes
63,services,married,tertiary,no,6933,yes,no,telephone,574,2,unknown,no
69,blue-collar,single,secondary,no,12947,yes,no,cellular,445,3,success,yes
66,blue-collar,divorced,secondary,no,7198,yes,no,cellular,509,2,unknown,no
46,admin.,married,primary,no,-362,no,no,cellular,744,2,unknown,yes
44,admin.,single,tertiary,no,1683,yes,no,cellular,566,1,unknown,yes
32,blue-collar,divorced,primary,no,5334,yes,yes,telephone,602,1,unknown,no
49,management,single,tertiary,no,3935,yes,no,cellular,151,5,unknown,no
24,technician,single,secondary,no,7128,yes,no,telephone,339,6,unknown,yes
54,entrepreneur,single,primary,no,780,no,no,cellular,409,3,unknown,no
62,services,single,secondary,no,8242,no,yes,cellular,655,4,unknown,yes
42,services,single,secondary,yes,8448,yes,no,cellular,144,2,failure,yes
39,services,married,secondary,no,648,no,no,cellular,50,3,unknown,no
19,admin.,single,secondary,no,4964,no,no,cellular,83,4,unknown,no
30,admin.,divorced,secondary,no,1032,yes,no,telephone,1189,1,failure,yes
22,entrepreneur,married,primary,no,-92,no,no,telephone,864,1,success,yes
28,blue-collar,married,primary,no,4519,yes,yes,cellular,491,3,unknown,no
26,technician,married,primary,no,6009,yes,no,cellular,582,1,unknown,no
60,admin.,divorced,secondary,no,12988,yes,no,cellular,799,5,unknown,yes
44,retired,married,primary,no,1638,yes,yes,telephone,644,6,unknown,no
61,technician,married,secondary,no,5383,no,no,telephone,105,2,unknown,no
25,retired,divorced,tertiary,no,989,yes,no,telephone,614,6,unknown,yes
44,management,married,tertiary,no,13898,no,no,telephone,289,2,unknown,no
18,management,married,secondary,no,7875,no,no,cellular,1186,1,unknown,yes
57,technician,single,secondary,no,324,yes,no,cellular,834,5,success,yes
30,retired,single,secondary,no,7853,yes,no,cellular,1062,2,unknown,yes
51,entrepreneur,married,secondary,no,1925,no,yes,cellular,370,2,failure,no
65,technician,single,secondary,no,-476,no,no,cellular,154,1,unknown,no
33,management,divorced,tertiary,no,6929,yes,yes,cellular,36,5,unknown,no
54,blue-collar,single,secondary,no,12579,yes,no,cellular,817,5,failure,yes
70,services,single,tertiary,no,14799,yes,no,telephone,121,4,unknown,no
39,management,divorced,primary,no,13698,no,no,telephone,825,2,unknown,yes
56,management,divorced,primary,no,1445,no,no,cellular,942,1,other,yes
23,retired,single,tertiary,no,10080,yes,no,cellular,662,2,success,yes
34,admin.,single,secondary,no,11995,yes,no,cellular,944,3,unknown,yes
56,management,married,tertiary,no,3978,no,no,cellular,139,1,unknown,yes
59,admin.,single,tertiary,no,14413,yes,no,cellular,485,5,unknown,no
36,admin.,single,secondary,no,8197,yes,no,telephone,566,6,unknown,yes
32,retired,divorced,primary,no,2117,no,no,telephone,65,1,unknown,no
24,technician,divorced,tertiary,no,8494,yes,no,cellular,391,6,success,yes
19,management,divorced,secondary,no,19,yes,no,cellular,143,3,unknown,yes
23,technician,divorced,primary,no,7008,yes,yes,cellular,440,2,unknown,no
58,entrepreneur,single,secondary,no,-19,no,no,telephone,53,4,failure,no
38,services,divorced,secondary,no,11385,yes,no,cellular,325,4,unknown,yes
58,management,married,primary,no,943,yes,yes,telephone,449,6,unknown,no
34,services,married,tertiary,no,861,yes,no,cellular,364,3,failure,no
26,self-employed,divorced,primary,no,-438,yes,no,telephone,749,6,failure,no
26,management,single,tertiary,no,13981,no,no,telephone,1075,3,failure,yes
47,blue-collar,divorced,primary,no,9971,yes,yes,telephone,252,5,unknown,no
37,technician,single,primary,no,3954,no,no,telephone,888,6,failure,yes
25,technician,single,secondary,no,6591,no,no,telephone,365,3,unknown,no
19,entrepreneur,divorced,tertiary,no,4137,no,yes,cellular,237,6,failure,no
30,blue-collar,divorced,primary,no,-459,no,no,telephone,491,3,unknown,no
50,technician,divorced,primary,no,4042,no,no,cellular,859,4,unknown,no
40,blue-collar,single,primary,no,2137,no,no,cellular,601,1,failure,yes
19,blue-collar,divorced,secondary,no,9515,no,no,cellular,520,4,unknown,no
59,entrepreneur,single,primary,no,523,no,no,telephone,1157,5,unknown,no
21,blue-collar,single,secondary,no,-284,yes,no,telephone,269,2,unknown,no
65,blue-collar,divorced,secondary,no,8589,yes,no,cellular,824,2,failure,no
61,admin.,divorced,tertiary,no,9032,no,no,telephone,1102,3,other,no
58,blue-collar,single,primary,no,5082,yes,no,cellular,76,4,other,no
61,self-employed,divorced,tertiary,yes,1754,no,no,cellular,494,4,unknown,no
45,admin.,divorced,tertiary,no,12266,no,no,cellular,295,2,unknown,no
55,entrepreneur,married,secondary,no,1476,yes,no,cellular,112,4,other,no
24,admin.,single,secondary,no,10538,no,no,telephone,983,5,unknown,yes
34,management,single,primary,no,5975,no,no,cellular,830,5,unknown,no
56,entrepreneur,divorced,secondary,no,3752,yes,no,telephone,936,6,unknown,yes
57,blue-collar,single,tertiary,no,14481,no,no,cellular,213,3,unknown,yes
44,management,single,secondary,no,7369,no,no,telephone,125,6,unknown,no
68,technician,married,primary,no,10884,yes,no,cellular,310,3,unknown,yes
22,services,single,primary,no,1255,no,no,cellular,61,3,other,yes
24,retired,single,secondary,no,5475,no,no,telephone,625,4,failure,yes
60,retired,single,secondary,no,1031,yes,yes,cellular,595,4,unknown,no
27,self-employed,divorced,tertiary,no,13516,no,no,cellular,1160,3,unknown,no
25,technician,divorced,primary,no,14370,yes,no,cellular,509,5,unknown,no
50,blue-collar,married,secondary,no,5666,no,no,telephone,359,2,failure,yes
36,management,married,tertiary,no,5558,no,no,telephone,989,2,unknown,yes
24,admin.,married,primary,no,7692,yes,no,telephone,1014,5,success,yes
48,admin.,single,primary,no,4528,no,no,cellular,935,3,failure,no
50,retired,divorced,secondary,no,5780,yes,no,telephone,561,4,unknown,no
27,self-employed,single,tertiary,no,4419,no,no,telephone,543,2,unknown,no
42,services,single,secondary,no,13584,no,no,telephone,456,6,unknown,no
48,entrepreneur,divorced,primary,no,1554,yes,no,telephone,136,4,other,no
69,management,divorced,tertiary,no,9188,no,no,telephone,788,2,unknown,yes
19,technician,married,primary,no,11660,yes,no,telephone,908,3,failure,yes
61,retired,married,secondary,no,7260,yes,no,telephone,724,3,unknown,yes
22,admin.,single,tertiary,no,13345,yes,no,telephone,296,4,failure,no
63,technician,single,tertiary,no,1192,yes,yes,telephone,789,6,other,yes
25,self-employed,single,secondary,no,12270,yes,no,telephone,263,3,unknown,no
54,services,single,secondary,no,1196,no,no,cellular,454,5,other,yes
19,technician,divorced,secondary,no,8816,no,yes,telephone,407,6,unknown,no
22,admin.,married,tertiary,no,670,yes,no,cellular,472,1,unknown,yes
67,admin.,married,tertiary,yes,39,yes,no,cellular,876,4,unknown,no
42,services,single,secondary,no,4065,no,no,cellular,1167,1,unknown,no
20,entrepreneur,married,secondary,no,13933,yes,no,telephone,252,6,unknown,no
32,technician,married,tertiary,no,11920,yes,no,cellular,357,5,unknown,yes
40,admin.,married,tertiary,no,474,yes,no,telephone,956,4,unknown,no
47,technician,divorced,tertiary,no,2865,no,no,telephone,77,4,failure,no
52,entrepreneur,married,primary,no,7612,no,no,cellular,377,1,unknown,no
24,technician,divorced,primary,no,12142,yes,no,telephone,517,5,unknown,yes
54,admin.,divorced,primary,no,2070,yes,no,cellular,384,1,success,yes
22,admin.,single,secondary,no,12695,yes,no,cellular,262,5,other,no
39,management,married,tertiary,no,47,yes,no,telephone,456,5,unknown,no
30,technician,married,primary,no,2174,no,yes,cellular,740,5,failure,yes
59,services,single,primary,no,12421,yes,no,cellular,147,4,failure,no
43,retired,divorced,tertiary,no,424,yes,no,telephone,852,2,unknown,yes
55,retired,married,primary,no,-257,yes,no,telephone,220,5,unknown,no
57,blue-collar,divorced,primary,no,6812,yes,no,telephone,792,2,failure,yes
45,management,married,secondary,no,13476,yes,no,telephone,814,1,other,yes
19,entrepreneur,single,secondary,no,3244,yes,no,cellular,1121,3,unknown,yes
21,services,single,tertiary,no,5297,no,no,telephone,50,3,unknown,no
67,technician,single,tertiary,no,4407,yes,no,telephone,1023,5,unknown,yes
47,technician,married,tertiary,no,13589,yes,no,cellular,550,6,failure,yes
52,blue-collar,divorced,primary,no,-379,yes,no,telephone,114,4,unknown,no
54,services,single,primary,no,9148,no,no,telephone,225,3,other,no
28,retired,married,tertiary,no,4248,no,no,telephone,1061,3,failure,yes
65,technician,married,tertiary,no,12504,yes,no,cellular,66,6,unknown,no
26,technician,married,secondary,no,13627,no,no,telephone,194,5,unknown,no
29,technician,married,primary,no,8237,yes,no,telephone,374,3,unknown,no
30,management,single,tertiary,yes,13444,no,no,cellular,590,1,unknown,no
56,admin.,single,tertiary,no,6340,yes,no,telephone,111,2,unknown,yes
39,admin.,divorced,secondary,no,2532,yes,no,cellular,68,6,unknown,no
65,blue-collar,divorced,primary,no,12001,yes,no,cellular,358,3,failure,yes
55,services,married,primary,no,6379,no,no,cellular,974,4,unknown,yes
35,entrepreneur,single,tertiary,no,13114,no,no,telephone,295,4,unknown,no
63,retired,single,primary,no,3239,yes,no,telephone,214,4,failure,no
32,blue-collar,single,primary,no,1378,yes,no,telephone,609,6,unknown,yes
26,services,divorced,primary,no,4022,no,no,cellular,971,2,unknown,yes
42,retired,married,secondary,no,11821,yes,no,cellular,544,5,unknown,no
20,management,married,primary,no,13563,yes,no,telephone,70,1,failure,no
57,services,single,secondary,no,174,no,no,cellular,941,3,unknown,yes
67,self-employed,single,primary,no,6518,no,no,telephone,553,4,unknown,no
28,retired,married,tertiary,no,3192,yes,no,telephone,1175,5,unknown,yes
29,services,divorced,secondary,no,3861,yes,yes,cellular,724,2,unknown,yes
38,self-employed,divorced,secondary,no,5903,no,no,cellular,96,5,failure,no
22,management,divorced,secondary,no,7507,no,no,cellular,631,2,unknown,no
51,management,married,primary,no,5991,no,yes,telephone,749,4,unknown,yes
47,technician,divorced,secondary,no,6121,no,no,cellular,783,6,unknown,yes
51,retired,divorced,tertiary,no,49,no,yes,telephone,371,5,failure,yes
51,management,married,primary,no,10146,no,no,cellular,624,2,unknown,no
45,admin.,married,primary,no,3562,yes,no,cellular,462,1,unknown,no
60,services,single,secondary,no,12467,no,yes,cellular,404,6,unknown,yes
48,management,single,tertiary,yes,7886,yes,no,telephone,703,2,unknown,yes
56,admin.,married,secondary,no,8882,yes,no,cellular,1084,6,unknown,no
66,self-employed,married,primary,no,4659,no,no,cellular,649,5,unknown,no
62,self-employed,single,secondary,no,8691,yes,no,cellular,1146,4,unknown,yes
44,entrepreneur,single,primary,no,11993,yes,no,cellular,1001,2,success,yes
29,blue-collar,divorced,tertiary,no,14745,yes,yes,cellular,887,6,unknown,no
31,services,married,primary,no,14481,no,no,telephone,567,2,unknown,yes
19,services,divorced,tertiary,no,10755,no,no,cellular,516,3,unknown,no
56,admin.,single,secondary,no,8766,no,no,cellular,809,5,unknown,yes
70,self-employed,single,primary,no,9449,yes,no,telephone,505,5,other,no
35,services,single,tertiary,no,13779,no,no,cellular,984,6,unknown,yes
50,admin.,married,tertiary,no,10000,yes,no,cellular,733,6,unknown,no
66,admin.,single,secondary,no,3638,no,no,cellular,1076,1,unknown,yes
46,admin.,single,secondary,no,9315,no,no,telephone,117,4,other,no
50,admin.,divorced,tertiary,no,13573,yes,no,cellular,1112,2,unknown,yes
29,management,married,tertiary,no,-6,no,yes,cellular,1087,5,unknown,no
54,technician,divorced,tertiary,no,4015,yes,no,cellular,896,5,unknown,no
42,blue-collar,single,secondary,no,1669,yes,yes,cellular,64,2,unknown,no
58,technician,married,primary,no,13956,yes,no,telephone,811,6,unknown,yes
39,self-employed,single,primary,no,11555,no,no,cellular,640,2,unknown,yes
44,admin.,divorced,primary,no,2059,no,no,cellular,48,2,unknown,no
46,entrepreneur,divorced,primary,no,5672,no,no,cellular,631,2,unknown,yes
66,management,single,secondary,no,10942,no,no,cellular,1121,4,failure,no
35,admin.,single,secondary,no,3956,no,no,cellular,273,3,other,no
49,services,divorced,secondary,no,11170,yes,no,cellular,290,2,unknown,no
69,self-employed,divorced,tertiary,no,6180,yes,yes,telephone,665,5,failure,no
60,technician,single,tertiary,no,3703,yes,no,cellular,369,4,unknown,yes
42,entrepreneur,married,primary,no,14760,no,no,cellular,736,4,unknown,yes
56,technician,divorced,tertiary,no,11526,yes,no,telephone,848,5,unknown,no
46,technician,married,secondary,yes,1489,yes,no,cellular,1101,3,other,no
24,retired,single,tertiary,no,2606,no,no,cellular,288,4,unknown,yes
22,management,married,primary,no,10284,no,no,cellular,167,3,failure,no
20,management,divorced,tertiary,no,4423,yes,no,telephone,688,2,other,no
48,technician,single,tertiary,no,6623,no,no,telephone,638,2,failure,yes
62,technician,married,primary,no,11123,no,yes,cellular,508,3,failure,yes
49,entrepreneur,married,tertiary,no,1176,no,no,telephone,286,5,success,no
52,admin.,divorced,secondary,no,1657,no,yes,telephone,533,6,success,yes
44,entrepreneur,single,tertiary,no,4959,no,no,telephone,43,3,unknown,no
49,management,single,tertiary,no,3195,no,no,telephone,676,4,unknown,yes
